51C0	0220860	嘑
51C1	0220870	喅
51C2	0220880	嘯嘨
51C3	0220881	歗	# dup.
51C4	0220890	台
51C5	0220900	嗂
51C6	0220910	启
51C7	0220920	嗿
51C8	0220930	咸
51C9	0220940	呈
51CA	0220950	右	# dup.
51CB	0220960	啻啇
51CC	0220970	吉
51CD	0220980	周
51CE	0220981	𠄗
51CF	0220990	唐
51D0	0220991	啺
51D1	0221000	𠼡
51D2	0221010	𡅿嘾
51D3	0221020	噎
51D4	0221030	嗢
51D5	0221040	哯
51D6	0221050	吐
51D7	0221060	噦
51D8	0221070	咈
51D9	0221080	嚘
51DA	0221090	吃
51DB	0221100	嗜
51DC	0221110	啖
51DD	0221120	𠶺哽
51DE	0221130	嘐
51DF	0221140	啁
51E0	0221150	哇
51E1	0221160	𠱫
51E2	0221170	吺
51E3	0221180	呧
51E4	0221190	呰
51E5	0221200	嗻
51E6	0221210	唊
51E7	0221220	嗑
51E8	0221230	嗙
51E9	0221240	噧
51EA	0221250	叴
51EB	0221260	嘮
51EC	0221270	呶
51ED	0221280	叱
51EE	0221290	噴
51EF	0221300	吒
51F0	0221310	噊
51F1	0221320	啐
51F2	0221330	唇
51F3	0221340	吁	# dup.
51F4	0221350	嘵
51F5	0221360	嘖
51F6	0221361	謮
51F7	0221370	嗸
51F8	0221380	唸
51F9	0221390	吚
51FA	0221400	㘙
51FB	0221410	呻
51FC	0221420	吟
51FD	0221421	䪩
51FE	022142A	訡
51FF	0221430	嗞
5200	0221440	哤
5201	0221450	叫
5202	0221460	嘅
5203	0221470	唌
5204	0221480	嘆
5205	0221490	喝
5206	0221500	哨
5207	0221510	吪
5208	0221520	噆
5209	0221530	吝
520A	0221531	𠲲
520B	0221540	各
520C	0221550	否	# dup.
520D	0221560	唁
520E	0221570	哀
520F	0221580	嗁
5210	0221590	嗀
5211	0221600	咼
5212	0221610	𠴫
5213	0221620	𠻶嗼
5214	0221630	𠯑
5215	0221631	𤯁
5216	0221640	嗾
5217	0221650	吠
5218	0221660	咆
5219	0221670	嗥
521A	0221671	獆
521B	0221680	喈
521C	0221690	哮
521D	0221700	喔
521E	0221710	呝
521F	0221720	咮
5220	0221730	嚶
5221	0221740	啄
5222	0221750	唬
5223	0221760	呦
5224	0221761	𣢜	# dup.
5225	0221770	噳
5226	0221780	喁
5227	0221790	局
5228	0221800	㕣
5229	0221801	𧮲
522A	@0959	哦
522B	@0960	嗃
522C	@0961	售
522D	@0962	噞
522E	@0963	唳
522F	@0964	喫
5230	@0965	喚
5231	@0966	咍
5232	@0967	嘲
5233	@0968	呀
5234	0230010	凵
5235	0240010	吅
5236	0240020	𤕦
5237	0240021	𤕧
5238	0240030	嚴厳
5239	0240031	𡅮
523A	0240040	㖾咢
523B	0240050	單単
523C	0240060	喌
523D	0250010	哭
523E	0250020	𠸶喪
523F	0260010	走
5240	0260020	趨
5241	0260030	赴
5242	0260040	趣
5243	0260050	超
5244	0260060	趫
5245	0260070	赳
5246	0260080	䞚
5247	0260090	趮
5248	0260100	趯
5249	0260110	𧽸
524A	0260120	越
524B	0260130	趁
524C	0260140	𧾍
524D	0260150	趞
524E	0260160	趬
524F	0260170	𧼏
5250	0260180	趀
5251	0260190	𧾴𧽤
5252	0260200	𧼒
5253	0260210	趥
5254	0260220	䟉
5255	0260230	䞪
5256	0260240	𧾩
5257	0260250	𧾯
5258	0260260	𧼐
5259	0260270	趖
525A	0260280	𧾨
525B	0260290	𧾫䟍
525C	0260300	𧾞䟈
525D	0260310	䞥
525E	0260320	𧽋
525F	0260330	𧾱
5260	0260340	䞿
5261	0260350	䞗
5262	0260360	𧺼
5263	0260370	赹
5264	0260380	𧾚
5265	0260390	起
5266	0260391	𨑓
5267	0260400	𧻲
5268	0260410	𧽒
5269	0260420	趛
526A	0260430	趌
526B	0260440	𧼨
526C	0260450	𧾎
526D	0260460	䞘
526E	0260470	𧾰
526F	0260480	赽
5270	0260490	趩
5271	0260500	趆
5272	0260510	趍
5273	0260520	趙
5274	0260530	赾
5275	0260540	𧾣
5276	0260550	趠
5277	0260560	䟑
5278	0260570	𧾵
5279	0260580	𧼪
527A	0260590	䟇
527B	0260600	𧼗
527C	0260610	𧽻
527D	0260620	䟂
527E	0260630	趉
527F	0260640	趜
5280	0260650	趑
5281	0260660	趄
5282	0260670	𧽐
5283	0260680	䟒
5284	0260690	趢
5285	0260700	䞭
5286	0260710	𧻕
5287	0260720	䞨
5288	0260730	䞾
5289	0260740	䞳
528A	0260750	䞣
528B	0260760	䟏
528C	0260770	趡
528D	0260780	𧼉𧻚
528E	0260790	𧽍
528F	0260800	𧻹
